PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
146,10/16/2021,22:37.3,3,2,"Mack, Connor",1000026445,Right,GOL_PRA,"Doyle, Trevor",1000113397,Left,SAC_STA,Undefined,4,Bottom,1,1,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.35287,-0.794766,-2.587454,1993.457588,231.174042,1:45,5.81299,0.57603,6.09194,-25.72064,12.68729,14.11985,2.93366,-0.64227,77.42421,-5.64152,-0.045306,0.446048,,,,,,,,,,,,-8.0041,7.17658,-0.38354,50,5.73823,5.02131,-123.8056,-2.49134,-12.313,26.76419,-21.13406,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,2fcd8350-2ec7-11ec-8902-b5e97332f6b2,84.50308,,,7.92866,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,22:37.3,2021-10-16T14:22:37.3003944-07:00,2021-10-16T21:22:37.3003944Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,dbf34a10-a0c0-47e1-94fa-827c2de6d970,54.40346,-124.7539,13.3821,5.81324,-1.74253,-10.56703,-0.56918,5.45758,-6.1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
147,10/16/2021,23:13.4,3,3,"Mack, Connor",1000026445,Right,GOL_PRA,"Doyle, Trevor",1000113397,Left,SAC_STA,Undefined,4,Bottom,1,1,1,Slider,Curveball,InPlay,Undefined,LineDrive,Single,0,0,,76.87591,0.324238,-1.66798,1873.119,49.211042,7:45,5.43989,0.99086,5.77869,-46.66735,0.90461,-0.70571,1.85277,-0.62035,70.57292,-8.246715,-1.794485,0.496417,77.24459,25.402246,-15.290067,4608.955868,102.95793,36.97614,-38.72533,232.16964,,-26.360017,3.227223,-0.1189,0.79315,-0.85277,50,5.4384,3.27664,-111.6385,-0.82267,-0.14952,20.74739,-31.17653,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,45480480-2ec7-11ec-8902-b5e97332f6b2,75.92894,37.86608,,6.30299,,,,1.43346,1.80943,0.64654,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,23:13.4,2021-10-16T14:23:13.3867688-07:00,2021-10-16T21:23:13.3867688Z,LineDrive,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,0ffb4b7c-1738-41af-bfd3-4d39e53d36e9,54.72004,-112.51227,10.3737,5.4454,0.49033,-15.58826,-0.9909,3.28294,-0.07476,131.002889,1.43332,98.72115,-20.69838,5.47894,-1.31275,0.31727,-0.07224,0.01141,-0.00078,1.80953,48.59614,-17.26141,0.41778,0.21955,-0.09487,0.01707,0.00017,-0.00029,0.64653,-26.98677,-4.69166,2.03074,-0.63712,0.17136,-0.03865,0.00593,-0.00041,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
148,10/16/2021,23:54.5,4,1,"Mack, Connor",1000026445,Right,GOL_PRA,"Bojorquez, Jorge",1000113328,Right,SAC_STA,Undefined,4,Bottom,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.42561,0.139924,-2.088871,2018.309289,235.45244,1:45,5.6856,0.82506,5.83766,-25.13706,11.7352,15.24111,3.72097,0.15286,79.32276,-4.575883,0.642693,0.43704,,,,,,,,,,,,-8.33937,6.32142,-0.66348,50,5.68238,3.97197,-126.84298,-0.50379,-13.49227,27.62503,-21.94663,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,5dcf2970-2ec7-11ec-8902-b5e97332f6b2,86.24479,,,8.10285,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,23:54.5,2021-10-16T14:23:54.5269928-07:00,2021-10-16T21:23:54.5269928Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,299a1c8c-6d9f-42cd-9ef1-70ffa434160e,54.65808,-127.85344,13.81251,5.68612,0.29897,-10.97331,-0.81779,4.46549,-6.74614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
149,10/16/2021,24:25.6,4,2,"Mack, Connor",1000026445,Right,GOL_PRA,"Bojorquez, Jorge",1000113328,Right,SAC_STA,Undefined,4,Bottom,1,1,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.30398,0.792799,-0.894636,1944.932595,303.515247,4:00,5.48448,1.05434,5.56239,-43.66931,1.18973,0.27232,2.58615,0.24118,72.91622,-7.203697,-0.846014,0.482055,,,,,,,,,,,,-0.38161,0.81705,-0.97733,50,5.52417,1.78807,-115.18861,0.13405,-0.51363,21.03702,-31.07432,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,705aef20-2ec7-11ec-8902-b5e97332f6b2,78.1912,,,6.38777,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,24:25.6,2021-10-16T14:24:25.6417448-07:00,2021-10-16T21:24:25.6417448Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,a981021c-891d-41a9-aa3c-ff938f5d5d37,54.93578,-116.08653,10.51851,5.49014,1.46039,-15.53716,-1.05412,1.80999,-0.25681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
150,10/16/2021,24:43.7,4,3,"Mack, Connor",1000026445,Right,GOL_PRA,"Bojorquez, Jorge",1000113328,Right,SAC_STA,Undefined,4,Bottom,1,1,0,Fastball,Changeup,InPlay,Undefined,Popup,Out,1,0,,85.7176,-1.093147,-1.61895,2005.885379,230.260744,1:45,5.84783,0.67812,6.16597,-25.58454,12.17213,13.15079,2.70554,0.27823,78.20113,-5.903849,0.754436,0.442251,83.73571,68.363949,11.412937,,,,,27.16168,,-119.004783,5.72631,-7.29902,6.98788,-0.56212,50,5.75192,3.00836,-124.50455,-3.14274,-11.40157,26.12888,-21.25851,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,7b13d670-2ec7-11ec-8902-b5e97332f6b2,85.22869,77.21098,,7.51647,,,,1.53767,2.71804,-0.27664,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,24:43.7,2021-10-16T14:24:43.6547240-07:00,2021-10-16T21:24:43.6547240Z,Popup,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,0adc5497-6afa-43c7-8540-7fd1f0737a69,54.33198,-125.41037,13.06444,5.8481,-2.40576,-10.62926,-0.67326,3.40363,-5.70079,,1.53767,44.38663,-20.30477,5.16968,-1.33515,0.36528,-0.10064,0.02395,-0.00342,2.71804,114.1594,-33.34097,5.90309,-1.57526,0.42969,-0.11924,0.02895,-0.00422,-0.27664,8.96034,-6.04061,1.6027,-0.41834,0.11406,-0.03118,0.00741,-0.00105,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
151,10/16/2021,25:24.8,5,1,"Mack, Connor",1000026445,Right,GOL_PRA,"Valero, Cesar",1000113295,Right,SAC_STA,Undefined,4,Bottom,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,71.59023,1.484816,-1.415121,2176.565653,57.450831,8:00,5.55287,1.10012,5.74526,-62.842,-8.61666,-15.77418,1.69918,-1.53218,66.93494,-9.930263,-4.242314,0.529996,,,,,,,,,,,,7.70473,-4.32567,-0.97273,50,5.63756,3.10657,-104.15635,0.81688,8.54089,16.00263,-36.96916,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,939ad450-2ec7-11ec-8902-b5e97332f6b2,71.11836,,,4.65529,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,25:24.8,2021-10-16T14:25:24.8013992-07:00,2021-10-16T21:25:24.8013992Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,f1165a57-efe0-429d-89c7-456beb3c7666,54.75858,-104.88491,8.00131,5.56206,2.5,-18.48458,-1.10531,2.71773,4.27045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
152,10/16/2021,25:48.7,5,2,"Mack, Connor",1000026445,Right,GOL_PRA,"Valero, Cesar",1000113295,Right,SAC_STA,Undefined,4,Bottom,2,1,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.72976,0.024599,-1.327113,2003.134482,36.035292,7:15,5.4664,1.11577,5.54569,-43.77313,0.43894,-0.61587,1.84164,-0.17598,73.77208,-7.958505,-1.437073,0.478566,,,,,,,,,,,,-0.03283,0.62339,-1.00044,50,5.43945,2.70823,-115.86158,-1.4299,-0.0449,20.32735,-31.32114,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,a1dabf80-2ec7-11ec-8902-b5e97332f6b2,78.76123,,,5.95768,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,25:48.7,2021-10-16T14:25:48.6879912-07:00,2021-10-16T21:25:48.6879912Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,237a7471-5977-4c2e-8811-f2e45523261a,54.95334,-116.72739,10.16367,5.47194,-0.09584,-15.66057,-1.11584,2.71014,-0.02245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
153,10/16/2021,26:10.3,5,3,"Mack, Connor",1000026445,Right,GOL_PRA,"Valero, Cesar",1000113295,Right,SAC_STA,Undefined,4,Bottom,2,0,2,Fastball,Sinker,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,87.41247,-0.944486,-3.245567,2010.607719,238.684911,2:00,5.69257,0.71152,5.79233,-26.51029,10.36985,15.05028,2.60332,-1.05657,79.69471,-5.883003,-0.552825,0.437087,,,,,,,,,,,,-8.55697,5.92926,-0.45311,50,5.59898,6.54414,-126.74078,-2.975,-13.87786,26.60902,-22.55786,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,aec5a200-2ec7-11ec-8902-b5e97332f6b2,86.23558,,,7.71776,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,26:10.4,2021-10-16T14:26:10.3517864-07:00,2021-10-16T21:26:10.3517864Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,d37e868a-e719-476c-b8d2-4f2a9955c4df,54.70444,-127.72464,13.30451,5.69356,-2.14092,-11.27893,-0.70456,7.05727,-6.93893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
154,10/16/2021,26:30.8,6,1,"Mack, Connor",1000026445,Right,GOL_PRA,"Valero, Cesar",1000113295,Right,SAC_STA,Undefined,4,Bottom,0,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.77869,0.187785,-3.224652,2003.781632,242.549948,2:00,5.48037,1.09406,5.43833,-40.46479,1.86921,1.20051,2.28442,-1.8286,75.47155,-7.18648,-3.011363,0.468291,,,,,,,,,,,,-1.44484,1.2861,-0.80941,50,5.469,6.63572,-118.64722,-1.02627,-2.07214,21.40051,-30.32953,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,baf7e2e0-2ec7-11ec-8902-b5e97332f6b2,80.48931,,,6.30714,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,26:30.8,2021-10-16T14:26:30.8291752-07:00,2021-10-16T21:26:30.8291752Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,0723e664-5233-4ce8-98c1-762e1099ab26,55.06022,-119.55645,10.70025,5.48523,0.26232,-15.16477,-1.09321,6.72375,-1.03607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
155,10/16/2021,26:50.6,6,2,"Mack, Connor",1000026445,Right,GOL_PRA,"Valero, Cesar",1000113295,Right,SAC_STA,Undefined,4,Bottom,0,2,2,Fastball,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,88.5062,-2.073702,-3.72749,2084.006146,231.994059,1:45,5.69598,0.84024,6.24697,-23.15135,12.15205,14.10036,1.8493,-1.42733,81.00884,-6.425826,-1.184943,0.427641,,,,,,,,,,,,-8.32902,7.22796,-0.56934,50,5.52999,7.79385,-128.33561,-5.35721,-13.89256,26.5276,-20.11807,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,c6c48420-2ec7-11ec-8902-b5e97332f6b2,88.14031,,,7.49736,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,26:50.6,2021-10-16T14:26:50.6074792-07:00,2021-10-16T21:26:50.6074792Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,ea454088-bdb3-4731-9bf1-b8e99a112e99,54.25077,-129.21128,13.2638,5.69587,-4.69312,-10.05904,-0.83419,8.25243,-6.94628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
156,10/16/2021,29:03.7,1,1,"Tremain, Cole",1000039250,Right,SAC_STA,"Lomavita, Caleb",,Right,GOL_PRA,Undefined,5,Top,0,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,73.59921,2.054081,-0.440091,2572.231558,57.797183,8:00,5.38327,1.21787,5.03605,-65.28669,-11.59119,-21.20041,1.88144,-0.96402,67.4359,-9.713641,-4.191696,0.5274,,,,,,,,,,,,10.39721,-5.88583,-1.15799,50,5.52677,1.6374,-106.76824,1.59635,11.87732,20.16009,-38.89778,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,16134020-2ec8-11ec-8902-b5e97332f6b2,71.46837,,,6.16331,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,29:03.7,2021-10-16T14:29:03.6929192-07:00,2021-10-16T21:29:03.6929192Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,354626d3-d3b9-4489-9451-9bae850f8bc6,55.46661,-107.79551,10.08005,5.39493,3.57841,-19.44889,-1.226,1.03218,5.93866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
157,10/16/2021,29:22.7,1,2,"Tremain, Cole",1000039250,Right,SAC_STA,"Lomavita, Caleb",,Right,GOL_PRA,Undefined,5,Top,0,0,1,Slider,Curveball,InPlay,Undefined,LineDrive,Double,0,0,,74.76302,1.588902,0.14023,2645.774957,58.624824,8:00,5.38421,1.12081,4.96923,-63.24326,-11.14674,-21.07308,1.61515,-0.50282,68.54766,-9.793997,-3.586975,0.519488,104.93865,19.166792,-22.240601,1325.558274,101.336,34.33204,-42.78825,346.8527,,-27.14481,3.722329,10.57048,-5.63481,-1.11587,50,5.48513,0.55055,-108.48589,0.81277,12.47711,20.67091,-38.82519,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,2172c7b0-2ec8-11ec-8902-b5e97332f6b2,72.55686,46.41398,,6.21536,,,,3.33447,1.89204,0.40314,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,29:22.7,2021-10-16T14:29:22.7359912-07:00,2021-10-16T21:29:22.7359912Z,LineDrive,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,e11406d2-c04a-43ed-95c5-04953d8dfa14,55.53372,-109.53521,10.33546,5.39385,2.78366,-19.4126,-1.12774,-0.08282,6.23855,155.205762,3.33432,134.56525,-27.87167,6.7705,-1.3949,0.22756,-0.02487,0.00127,0,1.89248,50.51922,-14.90932,0.4052,-0.14042,0.0985,-0.03457,0.00598,-0.00041,0.40306,-55.02282,6.02598,-1.26178,0.24962,-0.0478,0.00768,-0.00078,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
158,10/16/2021,30:09.3,2,1,"Tremain, Cole",1000039250,Right,SAC_STA,"Beavers, Dylan",1000050019,Left,GOL_PRA,Undefined,5,Top,0,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.44276,3.514753,1.623462,2550.752409,59.716757,8:00,5.35449,1.25681,5.37615,-63.02078,-10.16875,-20.17359,3.40319,1.09803,67.45427,-7.930191,-1.962665,0.523242,,,,,,,,,,,,10.49406,-5.48634,-1.38772,50,5.62517,-2.25526,-106.53322,4.46635,12.06856,18.18178,-38.48357,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,3d358fa0-2ec8-11ec-8902-b5e97332f6b2,72.03638,,,5.98849,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,30:09.3,2021-10-16T14:30:09.3357224-07:00,2021-10-16T21:30:09.3357224Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,b4a19216-d587-4833-a3af-cc85c8479e67,55.12684,-107.40464,9.09089,5.36691,6.3108,-19.24179,-1.26577,-2.83369,6.03428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
159,10/16/2021,30:32.1,2,2,"Tremain, Cole",1000039250,Right,SAC_STA,"Beavers, Dylan",1000050019,Left,GOL_PRA,Undefined,5,Top,0,1,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.5033,1.955773,1.389473,2555.693152,57.388472,8:00,5.25009,1.33355,4.84989,-64.26645,-10.62005,-19.12509,1.74725,1.0554,67.90834,-9.5719,-1.984721,0.527159,,,,,,,,,,,,9.78697,-5.25355,-1.45359,50,5.38792,-1.83487,-106.69768,1.38712,11.29976,18.09228,-38.23965,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,4acc4280-2ec8-11ec-8902-b5e97332f6b2,71.50106,,,5.59496,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,30:32.2,2021-10-16T14:30:32.1536168-07:00,2021-10-16T21:30:32.1536168Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,b6a42756-3b92-47bd-a8c9-be4cbe805eda,55.65346,-107.65205,9.04614,5.26155,3.40426,-19.11982,-1.34108,-2.43094,5.64988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
160,10/16/2021,30:53.5,2,3,"Tremain, Cole",1000039250,Right,SAC_STA,"Beavers, Dylan",1000050019,Left,GOL_PRA,Undefined,5,Top,0,2,0,Fastball,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,86.96427,-0.92944,-2.209536,2048.653161,239.926725,2:00,5.42559,1.15228,5.88788,-27.2512,9.53146,14.53946,2.29093,0.31125,79.96465,-5.991258,0.399951,0.436509,72.09419,-8.233055,-2.708554,,,,,20.49905,,-3.274253,0.168956,-8.09402,5.4591,-0.98279,50,5.33481,4.29218,-126.35078,-2.94609,-13.13823,24.75542,-23.31281,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,5792ad10-2ec8-11ec-8902-b5e97332f6b2,86.34977,2.39223,,6.99962,,,,2.80443,2.55827,-0.33529,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,30:53.5,2021-10-16T14:30:53.5376040-07:00,2021-10-16T21:30:53.5376040Z,GroundBall,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,57ec429c-1222-44d6-8f4a-89f3e36d4555,54.61195,-127.25117,12.37771,5.42655,-2.09817,-11.65641,-1.14759,4.77003,-6.56912,180,2.80443,104.53131,,,,,,,,2.55827,-15.14167,,,,,,,,-0.33529,-4.94521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
161,10/16/2021,31:44.2,3,1,"Tremain, Cole",1000039250,Right,SAC_STA,"Elvis, Cole",8898750,Right,GOL_PRA,Undefined,5,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.02758,1.415856,-0.952458,1992.485207,225.957638,1:30,5.58703,0.91835,6.04333,-25.85797,10.77127,9.96938,4.74348,0.86724,79.47793,-3.436091,0.841315,0.435598,,,,,,,,,,,,-5.35197,5.50496,-0.84922,50,5.68344,1.68921,-126.41929,2.30982,-8.66926,25.54785,-23.25694,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,75ba4000-2ec8-11ec-8902-b5e97332f6b2,86.53041,,,7.54965,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,31:44.1,2021-10-16T14:31:44.1555624-07:00,2021-10-16T21:31:44.1555624Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,dc0734e1-5159-489a-9ddc-f91a256d768c,54.45293,-127.31599,12.77392,5.58804,3.12612,-11.62847,-0.91385,1.99349,-4.33463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
162,10/16/2021,32:05.4,3,2,"Tremain, Cole",1000039250,Right,SAC_STA,"Elvis, Cole",8898750,Right,GOL_PRA,Undefined,5,Top,1,1,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.9616,1.461469,2.015599,2526.606284,63.971381,8:15,5.27673,1.18769,5.0029,-60.26149,-7.74575,-19.01013,1.6357,1.50699,68.51868,-9.377722,-1.346622,0.521574,,,,,,,,,,,,9.96233,-3.76551,-1.36517,50,5.36784,-3.04576,-107.40364,0.6688,11.69709,17.70186,-36.59523,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,82675630-2ec8-11ec-8902-b5e97332f6b2,72.26669,,,5.44292,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,32:05.4,2021-10-16T14:32:05.4354600-07:00,2021-10-16T21:32:05.4354600Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,2fc06b44-9f28-4272-a346-0d9e315889ef,55.5001,-108.30635,8.85093,5.28615,2.53499,-18.29762,-1.19464,-3.64225,5.84854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
163,10/16/2021,32:28.3,3,3,"Tremain, Cole",1000039250,Right,SAC_STA,"Elvis, Cole",8898750,Right,GOL_PRA,Undefined,5,Top,1,2,0,Slider,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,73.57924,1.593042,-0.027195,2572.453454,54.729666,7:45,5.2564,1.12558,5.03388,-65.58118,-12.63749,-19.99218,1.29463,-0.56609,68.42914,-10.171871,-3.568228,0.523695,,,,,,,,,,,,10.00138,-6.3578,-1.10595,50,5.35496,0.80107,-106.95251,0.74251,11.63357,17.71639,-39.56941,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,90127b70-2ec8-11ec-8902-b5e97332f6b2,71.97402,,,5.1501,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,32:28.3,2021-10-16T14:32:28.3307176-07:00,2021-10-16T21:32:28.3307176Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,6a0e4c19-1d68-4b34-a91f-913165f8640e,55.47112,-107.85497,8.85819,5.26579,2.75817,-19.78471,-1.13166,0.20846,5.81678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
